Name,Latitude ,Longitute,Estimated central pressure,MSSW,Pressure Drop,sst,Intensity
6bob14escs,15.7,86.1,974,75,30,29.6,VSCS
6bob14escs,15.9,85.7,970,75,30,28.3,VSCS
6bob14escs,16,85.4,968,80,34,28.4,VSCS
6bob14escs,16.1,85.1,966,90,40,28.5,ESCS
6bob14escs,16.1,85,964,90,42,28.9,ESCS
6bob14escs,16.2,84.8,962,95,44,28.9,ESCS
6bob14escs,16.2,84.8,960,95,46,28.9,ESCS
6bob14escs,16.4,84.7,954,100,50,29.8,ESCS
6bob14escs,16.7,84.4,952,100,52,29.9,ESCS
6bob14escs,17.2,84.2,950,100,54,27.6,ESCS
6bob14escs,17.4,83.8,950,100,54,28,ESCS
6bob14escs,17.6,83.4,950,100,54,28.8,ESCS
7arb14escs,12.5,61.5,1004,25,3,28.2,D
7arb14escs,12.5,61.5,1004,25,3,28.2,D
7arb14escs,12.5,61.5,1004,25,3,28.2,D
7arb14escs,13,61,1003,25,3,28.5,D
7arb14escs,13,61,1003,25,3,28.5,D
7arb14escs,14,62,1002,25,4,28.7,D
7arb14escs,14,62,999,30,5,28.7,DD
7arb14escs,14.1,62,998,35,6,28.6,CS
7arb14escs,14.1,62,996,35,7,28.6,CS
7arb14escs,14.2,62,994,40,8,28.6,CS
7arb14escs,14.3,62,994,40,8,28.5,CS
7arb14escs,14.4,62,994,45,10,28.5,CS
7arb14escs,14.5,62,994,50,12,28.5,SCS
7arb14escs,14.8,62,990,55,16,28.5,SCS
7arb14escs,14.9,62,990,60,18,28.5,SCS
7arb14escs,14.9,62,986,65,20,28.5,VSCS
7arb14escs,14.9,62,984,65,22,28.5,VSCS
7arb14escs,15,62,982,70,24,28.5,VSCS
7arb14escs,15.1,62,981,70,25,28.6,VSCS
7arb14escs,15.3,62,980,70,26,28.7,VSCS
7arb14escs,15.6,61.8,979,75,27,28.8,VSCS
7arb14escs,15.7,61.8,978,75,28,27,VSCS
7arb14escs,15.8,61.7,977,75,29,27.3,VSCS
7arb14escs,15.9,61.6,974,80,32,27.3,VSCS
7arb14escs,16.3,61.6,966,90,40,27.5,ESCS
7arb14escs,16.7,61.8,954,100,52,28.5,ESCS
7arb14escs,17.2,61.8,952,105,54,28.5,ESCS
7arb14escs,17.6,61.8,950,110,56,28.4,ESCS
7arb14escs,18,61.8,950,110,56,28.5,ESCS
7arb14escs,18.2,62,954,105,52,25.3,ESCS
7arb14escs,18.7,62,958,100,48,25.3,ESCS
7arb14escs,18.9,62,962,95,44,25.6,ESCS
7arb14escs,19,62,968,90,40,25.6,ESCS
7arb14escs,19.2,62.2,974,80,32,26.1,VSCS
7arb14escs,19.4,62.5,980,70,26,26.6,VSCS
7arb14escs,19.4,62.8,986,70,24,26.6,VSCS
7arb14escs,19.4,63.1,988,60,20,26.2,SCS
7arb14escs,19.5,63.6,990,60,18,26.3,SCS
7arb14escs,19.8,64.1,994,50,14,26.6,SCS
7arb14escs,20.2,64.3,998,45,10,26.4,SCS
7arb14escs,20.2,64.5,1000,40,9,26.4,CS
7arb14escs,20.5,64.6,1001,40,8,26.3,CS
7arb14escs,20.6,64.7,1002,35,7,26.3,CS
7arb14escs,20.7,65,1003,30,5,26.4,DD
7arb14escs,20.7,65.1,1004,25,4,26.9,D
